"bcr_patient_barcode","DNAH12_exp","DNAH10_exp","BUB1_exp","C10orf32_exp","SLC12A8_exp","EFNB3_exp","DUOXA1_exp","DUOX1_exp","HDAC1_exp","HRCT1_exp","TNC_exp","AADAC_exp","AAMP_exp","A1CF_exp","PTEN_exp","DTL_exp","BRAF_exp"
"TCGA-CJ-5680",0.3487,28.9426,42.1935,1026.24,398.223,72.8796,0,26.8504,1254.3,12.5534,1789.56,0.3487,2821.03,27.1991,2794.18,50.5624,168.774
"TCGA-CJ-5681",72.5938,90.07,419.767,1487.5,267.185,47.3876,1.9056,130.4,2577.41,3.3608,474.212,0,2604.64,80.3236,2933.66,266.177,224.503
"TCGA-CJ-5682",0,6.3512,80.448,703.39,171.481,39.1655,3.1756,8.9975,1682,110.616,6332.63,0,2831.56,150.311,1988.97,125.965,100.56
"TCGA-CJ-5683",0,18.7466,218.856,910.736,19.6185,97.2207,0.8719,3.4877,1958.37,181.798,3697,0.436,2564.8,235.422,2163.71,167.847,174.387
"TCGA-CJ-5684",0.4029,15.3102,48.3481,977.035,18.5334,87.8324,0,11.2812,2203.06,67.2844,611.201,0,2745.37,259.065,1738.52,171.233,116.841
"TCGA-CJ-5686",2.7624,48.1891,58.318,1180.48,191.835,25.7827,0,5.2179,1804.17,252.609,938.306,0.6139,1955.8,347.452,2115.72,79.8036,216.39
"TCGA-CJ-5689",1.6696,20.0355,128.978,626.088,636.698,136.492,0.8348,8.7655,2232.29,53.4279,6853.8,1.2522,1986.43,63.0283,3246.58,133.987,122.717
"TCGA-CJ-6027",0,24.3094,438.306,594.475,383.425,8.8398,0.3683,4.4199,1515.29,4.4199,1005.89,1.105,1269.98,35.3591,1816.21,240.516,95.3959
"TCGA-CJ-6028",0.4638,19.4805,393.785,827.458000000001,251.392,25.5102,0,14.8423,1848.33,36.6419,1588.13,0.4638,1836.27,24.1187,2653.99,222.635,199.907
"TCGA-CJ-6030",0.3239,9.7182,95.2381,1590.95,165.533,35.6333,0.6058,5.183,1761.26,18.7885,4755.1,0.3239,2741.17,133.463,2567.87,120.829,150.308
"TCGA-CJ-6031",1.1317,8.2988,130.141,1030.19,398.722,53.188,3.0178,50.9247,2147.89,236.517,8582.89,0.3772,2288.22,44.512,2946.47,184.461,118.07
"TCGA-CJ-6032",3.6863,11.3424,63.8008,400.953,13.6108,21.5505,0.5671,3.9698,1695.4,91.3061,647.082,0,2945.9,328.078,1131.12,104.066,205.864
"TCGA-CJ-6033",1.4509,30.4686,115.708,686.633,85.2397,84.5142,0.7254,6.1663,2913.02,103.739,2728.03,0.3627,2617.76,15.9598,2120.47,144.363,85.2397
"TCGA-CN-4722",0,19.5448,384.698,311.601,349.422,159.695,1176.34,7005.6,3866.05,17.1612,8143.96,17.1612,2669.53,0,2184.72,215.469,313.669
"TCGA-CN-4723",4.2291,14.6098,1502.88,109.573,510.573,124.567,451.569,1854.29,5433.29,7.3049,33422.1,41.5225,2837.75,0.3845,1861.21,647.059,296.04
"TCGA-CN-4725",0,64.3805,1035.91,223.229,243.611,15.529,941.769999999999,1960.85,4274.34,1.6176,56598.5,4.8528,2873.5,0,1255.9,606.6,176.318
"TCGA-CN-4726",3.4788,16.814,325.844,501.522,180.896,72.4743,1198.78,3854.47,4510.8,8.6969,3446.88,9.2767,2439.77,0,4155.96,180.896,220.902
"TCGA-CN-4727",0.9593,13.4304,996.731,141.979,320.412,52.7625,862.724,3664.59,4550.04,3.3576,6530.56,0.4797,2915.85,0.9593,1252.39,648.019,176.994
"TCGA-CN-4728",0,6.4132,429.684,242.327,534.127,314.704,491.228,1383.42,2732.02,7.3294,35129.6,12.8264,2221.26,0.4581,1903.34,457.627,256.528
"TCGA-CN-4729",0,88.2084,522.852,290.201,327.24,45.2468,1724.97,8343.69,5814.44,3.1993,14519.7,12.34,2767.82,0,1980.8,387.569,190.128
"TCGA-CN-4730",1.6757,4.1894,1532.05,233.347,641.81,28.0687,411.982,1285.3,4971.93,5.0272,2753.67,9.2166,3599.92,0,1659.41,746.963000000001,105.572
"TCGA-CN-4731",0.9264,41.2228,741.084,392.774,288.56,62.0658,613.113,1480.78,5235.76,12.5058,4069.48,17.1376,2600.74,0.9264,1623.44,402.501,142.196
"TCGA-CN-4733",0,9.3827,444.444,267.654,369.877,92.8395,391.659,934.815,3330.37,16.7901,54718.5,0.4938,2239.01,0,2059.26,580.247,156.543
"TCGA-CN-4734",2.7768,12.4957,982.529,243.291,143.006,25.9169,669.777,4267.96,4238.34,18.5121,15764.9,3.7024,1986.81,0,2169.62,510.471,168.46
"TCGA-CN-4735",1.1416,63.9269,985.16,444.171,194.825,93.6073,168.642,409.817,3780.82,4.5662,24485.2,2.2831,2371.77,0,2732.5,1156.39,267.884
"TCGA-CN-4736",0.4119,11.944,322.899,500.412,212.521,58.8962,1362.27,3184.93,3266.06,8.6491,13818.4,1.6474,2023.06,0,2418.04,254.119,95.5519
"TCGA-CN-4737",0.4523,124.378,388.964,350.796,407.056,33.469,1014.42,2875.17,3880.6,21.7096,25469.9,0.9046,2064.68,0,1865.22,264.586,140.66
"TCGA-CN-4738",92.6431,291.942,393.538,236.668,197.742,73.5695,1320.02,4658.23,3410.67,5.8388,23395.9,45.1538,2370.96,0,1804.2,279.097,184.897
"TCGA-CN-4739",18.4512,43.9989,598.598,238.091,551.051,25.5478,1644.79,5676.93,6186.11,5.6773,3138.83,1.4193,2637.1,0,1359,822.851,184.512
"TCGA-CN-4740",1.5235,36.5645,863.455,276.138,577.795,93.3156,901.649,3537.99,2770.9,3.8088,11617.2,7.9985,1684.25,0.3809,2457.06,599.505,215.197
"TCGA-CN-4741",0.6821,4.4338,755.457,138.472,540.587,114.939,2095,3807.3,4557.64,6.8213,8921.89999999999,4.4338,2177.01,0,1328.44,1168.83,211.46
"TCGA-CN-4742",0,90.3935,673.875,261.255,304.502,82.5948,1372.11,3282.17,4555.83,15.2428,21640.6,3.1904,1795.82,0,2094.29,364.41,175.115
"TCGA-CN-5355",0.7848,49.8332,980.969,225.623,482.637,106.337,1335.44,2732.2,2563.86,5.4934,45059.4,11.3792,2979.4,0,1098.69,373.945,339.808
"TCGA-CN-5356",0.6347,8.8861,836.877,169.153,1073.63,177.087,828.588,2404.63,2047.6,6.6646,23850.8,8.8861,3001.27,0,2301.17,450.333,310.06
"TCGA-CN-5358",0.4255,12.766,663.83,308.936,300.425,113.192,542.877,2054.04,2868.94,10.6383,12161.7,3.8298,1814.04,0,2011.49,342.128,187.234
"TCGA-CN-5359",0,33.2151,1033.22,229.603,646.566,204.128,408.346,1353.43,4695.9,5.1596,17299.3,39.9871,2204.13,0.9674,1575.62,621.412,233.151
"TCGA-CN-5360",29.1812,105.138,381.93,259.197,650.568,48.0631,609.547,1717.4,1673.63,15.878,7508.14,112.862,1578.36,0,1099.44,633.832,477.198
"TCGA-CN-5361",0,9.2593,577.601,365.079,630.952,133.598,651.847,3373.9,3198.41,2.2046,59905.2,0.4409,2895.5,0,2952.82,589.947,163.58
"TCGA-CN-5363",0,18.289,1258.09,212.73,129.948,112.622,276.78,991.457,3978.34,20.6955,82537.4,0,2619.18,0,2737.1,924.077,104.44
"TCGA-CN-5364",0.75,18.3761,1493.34,225.014,712.544,38.6274,558.954,1875.12,7728.86,3.7502,28157.1,5.2503,3086.07,0.375,1419.09,1112.69,140.259
"TCGA-CN-5365",0.9121,10.4891,1210.81,277.008,95.7702,23.7145,2582.88,9228.59,4250.83,26.4508,8382.17,15.5056,3096.11,0,1656.82,493.9,121.765
"TCGA-CN-5366",0.3547,20.5747,712.309,243.778,294.431,132.316,1247.34,2373.18,3183.75,6.74,89874.4,13.8347,2460.45,0,1735.72,430.649,162.824
"TCGA-CN-5367",0.3861,14.6703,847.014,320.491,753.638,74.8955,824.044,2955.28,3420.49,14.6703,49582,4.6327,3862.91,0.3861,1871.23,1454.29,188.397
"TCGA-CN-5369",0.4184,10.0418,776.151,167.782,281.59,67.364,1282.17,3369.87,3403.77,28.4519,26941,4.1841,2440.59,0,1933.89,469.875,203.766
"TCGA-CN-5370",0.8913,8.3191,902.919,388.621,310.778,69.2268,422.378,1693.23,2915.84,91.5101,12828.3,0,1644.8,0,1950.83,597.489,143.207
"TCGA-CN-5373",0,5.2682,374.521,295.019,422.893,42.6245,1911.63,6368.3,3583.81,2.3946,22524.9,6.2261,2112.07,0,3354.41,299.808,229.406
"TCGA-CN-5374",1.4713,1.4713,851.398,199.117,568.906,16.6748,939.838,2225.11,4986.27,2.4522,1261.4,3.4331,2396.76,0,2165.77,1307.01,122.119
"TCGA-CN-6010",25.8481,68.8017,1046.85,224.271,1170.39,152.428,632.899,2305.43,5065.1,6.8422,41479,11.7837,2589,0,1596.5,1107.29,227.692
"TCGA-CN-6011",0,23.269,670.829,246.879,122.02,187.287,1196.55,2703.75,3179.91,7.9455,13783.2,2.2701,1639.61,0,2352.44,414.87,223.042
"TCGA-CN-6012",15.1032,46.7257,666.903,200.59,1415.46,140.649,462.693,1615.58,2901.71,18.4071,6544.9,463.009,2834.22,0,1067.14,690.973,357.758
"TCGA-CN-6013",0.9135,5.4807,451.245,259.74,365.837,3.1971,1448.19,5458.32,3188.4,1.8269,22417.4,0.4567,2480.02,0,2182.69,502.854,194.565
"TCGA-CN-6016",3.6157,12.9132,106.921,292.872,503.099,246.384,288.006,1160.64,2989.15,11.8802,16154.4,0,2117.77,0,2341.43,79.0289,104.339
"TCGA-CN-6017",0,5.1921,412.484,308.642,162.686,37.4986,509.409,1602.63,2043.38,13.8456,28377.8,1.1538,2339.33,1.1538,1411.1,269.413,134.418
"TCGA-CN-6018",0.8994,6.2961,1977.43,228.909,174.492,236.104,632.958,1309.59,2531.04,8.095,9680.28,0.4497,2264.35,0,1317.69,825.241,114.23
"TCGA-CN-6019",1.0402,10.4022,133.148,462.899,568.481,256.935,588.823,1418.34,2152.74,15.0832,22927,46.2899,2571.95,0,1942.61,92.5797,257.975
"TCGA-CN-6020",0,18.3968,769.601,231.275,464.301,38.1078,1102.74,2551.91,3996.93,1.7521,27583.4,18.8349,3039.42,0,1515.11,460.359,168.638
"TCGA-CN-6021",0,0.9412,905.882,307.765,816.471,129.882,647.417,2283.29,3311.06,4.2353,5438.12,57.4118,2249.41,0,819.765,345.412,339.765
"TCGA-CN-6022",2.963,14.8148,949.63,227.037,1154.81,270.37,483.433,1362.96,3513.7,4.8148,19495.9,0.7407,2443.7,0,1591.48,512.963,241.852
"TCGA-CN-6023",0.6792,12.9047,1464.8,315.826,788.32,165.045,94.7886,341.409,3129.06,111.841,1944.99,162.101,3019.48,0.4528,1715.65,1057.06,165.497
"TCGA-CN-6024",0.4342,4.3418,418.114,172.803,629.559,461.098,342.545,1217.44,3122.18,0.8684,60305.2,59.9166,1468.39,0,1056.36,985.151000000001,271.796
"TCGA-CN-6988",0.6349,1.9048,700.952,322.54,392.381,27.3016,2025.68,4885.08,4096.19,0.3175,656.191,2.2222,3016.83,0,1246.98,358.73,138.095
"TCGA-CN-6989",0,38.6349,1380.55,286.091,602.383,395.686,289.701,987.766000000001,2160.33,0.6439,37568.3,461.365,2394.08,0.322,1865.42,805.86,250.161
"TCGA-CN-6992",0,12.4782,855.194,296.866,598.085,71.0969,747.153,2896.98,5577.19,4.6431,8836.04,285.258,3516.54,0.2902,1648.29,751.596,349.1
"TCGA-CN-6994",1.5552,6.7392,533.955,456.713,995.853000000001,132.193,1328.11,4166.41,3429.76,5.184,17060.7,114.049,1621.57,0,2036.29,304.303,236.392
"TCGA-CN-6995",0,5.3875,1151.26,257.02,177.373,85.3709,1472.86,1731.87,5202.24,2.4865,12397,1.2433,2712.39,0,2069.62,659.345,62.1633
"TCGA-CN-6996",0,26.54,813.213,321.883,113.996,27.5608,1213.91,2516.54,3742.14,21.4362,36587.1,8.1662,2178.66,0,1613.84,766.258,128.277
"TCGA-CN-6997",1.1386,18.7874,988.614,246.798,750.64,105.608,220.39,627.953,2553.94,0.2847,23873.3,1.1386,1916.03,0,1454.03,1184.74,134.643
"TCGA-CN-6998",0.355,12.4257,472.53,187.805,407.207,12.4257,1307.24,5036.3,3842.73,18.461,22861.5,0,2727.26,0,3628.65,357.504,193.84
"TCGA-CN-A497",0.4931,11.3412,557.199,556.178,818.54,63.6095,181.884,580.868,5228.8,0.4931,5830.37,0,2765.29,0,1435.9,451.183,110.454
"TCGA-CN-A498",0.4757,12.3692,516.651,333.492,276.403,30.9229,1024.52,4850.14,5167.94,1.9029,49697.4,58.5157,2395.81,0,2698.38,671.741,120.837
"TCGA-CN-A499",0.4216,4.2159,1003.37,298.061,379.427,2.9511,917.07,4049.75,4557.76,3.7943,22976.3,20.2361,1716.27,0,836.846,1460.79,92.7487
"TCGA-CN-A49A",1.8512,73.5856,1235.68,283.698,866.366,457.249,808.15,1813.26,3415.48,10.6445,51162.8,1.3884,1728.57,0,1327.32,634.502,201.319
"TCGA-CN-A49B",0.4579,0.9159,644.787,295.375,214.776,24.2711,1120.56,2590.6,4798.81,2.7477,38241.6,7.7851,2574.57,0,2106.55,1045.95,108.991
"TCGA-CN-A49C",0,3.188,536.491,171.24,272.344,3.188,1292.82,4635.32,5991.12,1.8217,3089.6,11.3856,2590.91,0,1796.65,1056.13,101.56
"TCGA-CN-A63T",0,2.3108,726.979,327.21,257.423,41.5945,1004.76,1963.26,4909.99,51.2998,65046.8,189.024,3511.5,0,1417.91,299.018,197.343
"TCGA-CN-A63U",0.4378,3.9405,662.872,213.327,449.212,144.483,501.038,1100.7,4533.71,5.6918,526.707,8.7566,3960.16,0,734.238,655.867,88.0035
"TCGA-CN-A63V",12.3388,8.4128,579.922,258.553,1719.57,158.721,413.432,1658.44,2733.03,17.3864,2243.41,7.8519,2386.43,0,1861.47,228.828,240.045
"TCGA-CN-A63W",0.4117,9.0572,678.468,571.429,144.092,15.6443,539.667,1153.15,4235.49,1.6468,81722.5000000001,2.4702,1341.29,0,1232.61,328.53,103.335
"TCGA-CN-A641",0.4112,11.102,811.678,370.477,245.888,11.9243,1044.75,1544.41,4280.84,4.1118,6158.72,250.411,3446.13,0,1296.88,586.76,164.062
"TCGA-CN-A642",1.3929,8.8218,442.948,453.627,223.331,290.192,525.929,1592.11,2856.41,2.3215,1939.41,1.3929,3670.81,0.4643,1361.81,352.409,79.8607
"TCGA-CN-A6UY",0,1.6538,599.779,314.383,9.3716,10.4741,151.522,340.132,4588.75,11.5766,3476.3,0.5513,4428.89,0,1573.32,814.774,57.8831
"TCGA-CN-A6V1",2.4068,4.8136,441.648,279.189,178.705,22.2629,740.561,1816.53,5754.66,6.6187,935.643999999999,10.8306,3892.4,0,1469.95,447.063,52.3479
"TCGA-CN-A6V3",4.8639,13.8434,1000.47,261.592,336.732,78.9449,1161.87,3771.4,3980.54,25.442,85452.1,16.4624,2988.31,0.3741,2264.33,458.704,134.319
"TCGA-CN-A6V6",1.2773,9.5801,667.412,111.32,153.281,28.7402,929.995,2504.23,5211.56,7.0254,8556.28,2.5547,1666.29,0,883.283,995.05,144.978
"TCGA-CN-A6V7",0.7035,29.5459,898.689,130.463,766.788,1.0552,636.293,3649.63,5670.71,0.7035,701.364,18.2903,3302.46,0,802.313,1227.56,139.64
"TCGA-CQ-5323",0.5996,10.7921,1036.04,149.89,227.833,17.9869,1779.37,3707.09,4900.22,4.7965,9548.02000000001,2.9978,1638,0,1402.37,1146.36,193.658
"TCGA-CQ-5324",0,7.6263,671.115,127.468,1280.37,71.9052,670.549,3350.67,4169.41,46.3026,16396,21.7895,2683.92,0,1835.22,492.986,138.363
"TCGA-CQ-5325",0,9.9891,473.648,365.433,142.344,25.8051,910.586,3005.87,3596.89,0.8324,43975.1,9.1566,1956.19,0,2328.28,514.436,142.344
"TCGA-CQ-5326",0.8007,22.4195,872.36,200.575,277.442,15.2133,453.483,1544.55,4913.08,2.0017,22490,3.2028,2004.55,0,2643.1,901.185,123.708
"TCGA-CQ-5327",0,4.3254,1118.35,314.31,250.871,25.4716,1651.71,7242.1,2754.78,28.3552,7295.45,0.9612,2229.97,0,1664.3,412.832,122.552
"TCGA-CQ-5329",0,5.4113,871.753,266.775,234.849,525.433,463.236,836.58,2508.66,89.2857,26269.5,0.5411,2471.86,0,2034.09,543.29,121.753
"TCGA-CQ-5330",1.1344,15.3148,751.56,136.699,328.418,40.8395,597.425,1288.15,4349.97,20.987,112145,3.4033,3076.01,0,1780.49,494.044,102.099
"TCGA-CQ-5331",0.2826,21.1924,1011.59,329.754,150.042,84.7697,1026.21,5088.73,3146.93,6.7816,17071.5,1.1303,2712.35,0,2701.89,560.045,102.571
"TCGA-CQ-5332",0,7.6766,1294.27,302.457,378.71,649.437,534.56,1247.7,3013.31,1.5353,7978.51,113.613,1744.63,0,1310.64,531.218,312.18
"TCGA-CQ-5333",1.223,0.6115,406.653,284.351,509.998,24.4603,304.825,1493.92,3471.53,83.1652,16134.7,0,2354.31,0,1835.14,388.308,80.7191
"TCGA-CQ-5334",0.9434,10.3777,1032.58,171.807,110.381,67.9265,40.5153,797.193,3792.56,6.1323,25329.5,0.9434,2311.39,0,2222.71,649.076,126.891
"TCGA-CQ-6218",0,22.4291,769.361,316.124,201.016,23.6987,1573.86,4832.84,3246.3,8.887,18601.8,2.9623,1704.19,0,2212.02,442.658,163.775
"TCGA-CQ-6219",0.7512,4.5075,789.558,358.719,234.013,75.1244,552.75,1260.96,5875.11,15.0249,50728.9,1.1269,2758.19,0,2262.75,545.403,107.803
"TCGA-CQ-6220",0.5371,4.8342,581.174,248.438,203.035,16.651,1471.28,4450.65,4832.01,6.9827,12488.3,1.6114,3061.1,0,1479.25,280.918,126.763
"TCGA-CQ-6221",1.9717,13.3087,204.56,599.879,54.7137,137.031,238.542,1358.48,2204.32,3.9433,42964.5,0,2834.76,0,1612.33,764.513,53.2349
"TCGA-CQ-6222",0,7.2931,250.881,393.825,200.802,19.4482,1747.27,5335.6,3365.02,27.7136,6692.11,6.3207,2691.63,0,2202.5,217.333,143.916
"TCGA-CQ-6223",0,6.8493,467.916,277.577,369.863,7.5703,2399.95,7448.09,6274.69,2.1629,12138.4,4.3259,3449.17,0,1662.58,328.407,297.765
"TCGA-CQ-6224",7.0612,35.306,377.606,319.435,231.338,187.962,366.661,835.575,3215.2,9.0787,32078,2.3537,2776.06,0.3362,2772.7,342.972,141.56
"TCGA-CQ-6225",5.744,4.667,928.738,189.553,744.929,76.1084,966.451,2198.89,3353.08,4.308,2562.92,132.831,2402.8,0,1012.39,631.843,369.054
"TCGA-CQ-6227",0,25.2094,548.225,328.999,258.795,84.5632,506.38,1612.13,4149.02,46.9087,25445.2,3.8293,2736.98,0,2110.25,229.119,172.317
"TCGA-CQ-6228",0.682,6.8201,798.295,174.254,935.038,30.3495,427.178,1701.28,2473.66,4.4331,2064.45,31.7136,4335.55,0,929.241,496.505,720.546
"TCGA-CQ-6229",0.3456,7.257,435.421,401.555,250.194,32.4838,1312.12,2793.61,3810.28,13.4773,58326,13.8229,3141.25,0,1690.19,324.492,135.464
"TCGA-CQ-7063",0,12.1828,513.418,297.028,237.274,73.0968,1965.33,6646.58,3135.62,10.4424,29392.4,4.0609,2278.18,0,2204.51,406.093,99.2028
"TCGA-CQ-7065",0.4566,24.2009,619.635,621.005,474.429,22.8311,1506.14,5388.13,3125.57,6.3927,25511.9,11.8721,3060.27,0,1848.86,284.018,114.155
"TCGA-CQ-7067",0.6942,27.7681,404.026,263.797,371.399,77.7508,570.882,2119.06,6388.75,3.8181,24079.5,8.6775,2742.1,0.6942,2186.74,444.637,102.395
"TCGA-CQ-7068",3.0359,9.7824,602.462,212.454,133,343.397,746.082,2915.5,4126.5,32.7205,27127.7,1.012,2047.56,0,3499.75,517.794,76.5728
"TCGA-CQ-7069",0,150.197,243.827,409.63,295.844,32.5103,1518.4,3267.93,3358.31,3.251,84790.7,0,2737.37,0,1617.06,91.679,262.033
"TCGA-CQ-7071",0.5797,5.2174,594.203,348.406,188.986,96.8116,1255.23,5386.09,4642.32,2.8986,16765.8,8.6957,2206.96,0,2489.28,485.797,216.232
"TCGA-CQ-7072",0.9259,38.4259,670.833,288.889,309.778,123.611,67.5926,232.87,2355.09,23.1481,167706,107.87,1991.2,0,2037.96,315.278,183.796
"TCGA-CQ-A4C6",0.9447,22.6736,600.378,268.777,404.346,25.5078,1324.82,2208.31,3692.02,4.7237,87914.5,3.7789,2677.37,1.4171,1685.4,348.134,83.6089
"TCGA-CQ-A4C7",0.4794,23.4899,595.877,241.131,247.363,127.037,935.115,1626.08,4836.53,43.1448,64303,0.4794,2460.69,0,2243.05,367.689,43.1448
"TCGA-CQ-A4C9",2.0555,7.7081,1017.99,191.675,978.416999999999,91.9836,1301.88,2355.6,6130.01,2.0555,2469.17,33.4018,3202.47,0,1198.36,953.237,185.509
"TCGA-CQ-A4CA",3.0048,10.8173,444.111,323.317,218.75,11.4183,271.508,1298.08,3939.9,21.0337,14634.6,21.6346,3094.35,0,1579.33,527.644,87.7404
"TCGA-CQ-A4CB",0.9663,10.6293,1259.57,270.081,378.307,38.1689,518.024,1853.85,4624.71,52.1802,44372,0,2556.35,0,1679.43,1156.18,71.9894
"TCGA-CQ-A4CD",0,7.7761,825.299,317.263,653.707,44.5827,833.817,2564.03,1806.64,53.914,2605.5,7.7761,2455.68,0,1611.72,762.054,92.7943
"TCGA-CQ-A4CE",1.7094,6.2678,393.162,249.003,219.373,29.6296,2557.34,6100.85,3573.22,1.1396,9601.14,15.9544,2014.24,0,1525.36,231.909,145.299
"TCGA-CQ-A4CG",0.4039,3.6349,896.204,226.171,2199.52,46.8498,349.01,1118.74,4155.9,6.462,119074,19.79,2695.48,0,1273.83,571.082,141.761
"TCGA-CQ-A4CH",0.811,4.8662,601.379,307.38,308.597,20.6813,728.09,1653.28,4232.36,3.2441,13461.9,0.4055,1603.41,0,1881.18,379.562,206.002
"TCGA-CR-5243",0,5.042,894.118,105.21,86.0504,32.605,194.41,470.252,5016.47,1.3445,4699.16,4.3697,2425.55,0,2548.57,1110.25,220.84
"TCGA-CR-5247",0,335.081,845.831,219.717,519.14,99.6329,435.013,865.233,4059.78,13.634,16392.8,27.268,3438.91,0,2176.19,443.629,55.5847
"TCGA-CR-5248",0,3.4196,1207.62,167.074,115.291,1.9541,824.778,1759.65,4595.02,2.4426,1859.79,2.9311,3250.12,0,1865.66,1527.6,137.274
"TCGA-CR-5249",0.744,3.7202,691.22,123.512,261.533,23.4375,882.228,2607.14,4386.53,2.2321,20922.2,8.9286,1991.07,0,1945.31,1156.99,236.979
"TCGA-CR-5250",0,8.6064,629.83,281.272,115.795,21.1247,463.629,1236.19,3624.06,1.956,13466.6,19.5599,2229.44,0,1827.29,999.512000000001,182.69
"TCGA-CR-6467",1.3242,10.8588,932.795,471.165,169.238,29.9278,359.404,2853.21,4201.81,0.5297,1442.1,83.692,2482.69,0,1510.43,1237.37,157.585
"TCGA-CR-6470",3.6941,17.7319,759.146,275.583,188.401,15.146,284.201,1495.39,4055.43,4.8024,4058.75,5.9106,2428.16,0,772.814,1057.26,140.377
"TCGA-CR-6471",0.7812,5.8594,697.266,212.891,219.922,38.6719,1014.16,2736.72,4457.42,2.3438,6559.38,0,2202.34,0,2666.02,1309.38,181.25
"TCGA-CR-6472",16.5165,7.007,445.445,294.294,259.259,22.5225,364.394,1844.34,5709.71,4.004,1879.88,1319.32,1695.7,0,1758.76,2374.37,181.181
"TCGA-CR-6473",0,5.9368,1340.8,223.456,70.7847,8.2202,474.458,824.299,3758.44,1.37,4102.31,28.3139,2321.28,0,1511.14,1561.83,122.389
"TCGA-CR-6474",0,12.1911,494.234,229.654,413.539,268.534,351.463,2572.65,4933.44,9.8847,86969.0000000001,1.318,2316.64,0,2364.09,420.099,144.975
"TCGA-CR-6477",0,30.9144,1041.85,176.252,342.066,236.876,1619.87,5132.19,4933.05,0.803,32972,0,1732.01,0,1884.17,476.162,115.628
"TCGA-CR-6478",1.5259,6.1036,985.733,153.506,202.64,148.318,203.156,585.946,4550.24,5.4932,73088.3,0.6104,2536.35,0,2357.21,1099.26,109.255
"TCGA-CR-6480",0.6596,9.8945,973.615,218.338,202.836,1.9789,1525.3,5261.54,5632.92,4.2876,2152.37,15.5013,2851.91,0,259.565,965.369,186.346
"TCGA-CR-6481",0,6.2357,1077.04,281.992,369.292,27.7142,433.838,2227.53,3827.33,3.8107,6836.05,0.3464,2126.03,0,1999.58,1003.95,135.107
"TCGA-CR-6482",0.8167,8.9842,578.254,403.063,284.227,23.6856,365.664,2622.97,3562.23,4.0837,11629.6,8.1674,2362.84,0.4084,1822.15,1613.48,157.631
"TCGA-CR-6484",1.3274,2.6549,920.354,338.496,566.814,35.8407,826.438,3663.27,3030.53,10.177,2612.39,0.4425,1903.54,0,1318.14,519.912,156.195
"TCGA-CR-6487",0.352,5.2798,1004.22,239.352,448.786,10.2077,270.06,1546.99,3318.9,4.5759,888.068,11.9676,2742.34,0,1665.96,1425.55,205.913
"TCGA-CR-6488",0.3601,24.8492,341.767,341.046,491.222,56.1808,816.138,3570.36,3164.49,4.6817,32676.3,2.8811,1990.46,0,2415.05,306.834,162.06
"TCGA-CR-6491",0,8.7559,953.423,224.249,142.527,144.473,1443.89,4792.9,3067.98,6.3237,17431.1,7.783,2624.83,0,1622.77,438.283,147.392
"TCGA-CR-6492",0.3524,9.1622,483.129,353.801,355.916,50.7444,1857.74,6094.26,4074,19.7339,20663.9,1.762,2098.14,0,1773.94,424.632,152.938
"TCGA-CR-6493",0,1.5391,1444.02,192.382,250.866,6.1562,759.611,2472.87,2782.22,6.541,38236.2,0,1932.28,0,1401.69,564.063,92.3432
"TCGA-CR-7364",1.2775,8.0906,799.267,567.194,367.91,49.3953,1014.83,3765.54,4664.87,2.5549,13585.4,57.9117,1662.41,0,2058.42,369.613,218.446
"TCGA-CR-7365",0,31.3208,753.585,355.094,280.079,129.434,1262.13,3018.87,3480,16.2264,33315.8,5.6604,3211.7,0,1678.11,414.717,149.811
"TCGA-CR-7367",0,28.3902,715.501,218.165,269.031,252.47,1128.62,4223.38,3159.42,8.4495,16840.8,1.3519,1708.14,0,2943.46,308.574,194.338
"TCGA-CR-7368",0.5886,2.6486,876.104,170.983,317.834,17.9517,1101.3,1784.58,5653.91,4.1201,7821.66,2.9429,2342.85,0,1218.36,1294,153.914
"TCGA-CR-7369",1.3709,13.0237,713.563,227.573,224.255,29.8175,1074.22,2618.46,6404.59,2.3991,24692,3.4273,1942.25,0,1389.43,946.620000000001,136.064
"TCGA-CR-7370",3.4934,18.9229,1324.89,318.195,350.218,125.473,294.169,668.996,2573.51,3.7846,34536.8,379.622,1953.42,0,1411.64,997.088999999999,289.956
"TCGA-CR-7371",0.3556,14.936,860.597,333.57,456.97,57.9659,796.166,2859.53,4469.42,5.6899,28670.3,41.6074,1716.93,0,2449.15,685.989,355.263
"TCGA-CR-7372",0.4318,28.9323,443.485,323.437,406.348,285.437,1502.83,4582.1,2580.16,4.3183,25231.6,8.2047,2334.88,0,1930.69,317.824,155.889
"TCGA-CR-7373",0.373,8.2067,1104.54,171.967,220.461,18.6515,621.792,447.263,4939.66,115.639,43133.5,2.2382,1496.97,0,1291.06,1039.63,107.433
"TCGA-CR-7374",1.2001,20.8021,856.486,257.626,262.026,119.212,616.718,2455.05,4056.81,4.4004,5409.34,437.644,1899.79,0,1281.73,774.077,258.426
"TCGA-CR-7376",0.327,21.5827,606.279,278.613,437.214,173.97,524.778,1704.05,3239.05,3.9241,64880,0.981,1716.81,0,2514.72,511.118,168.084
"TCGA-CR-7377",0,19.9541,728.499,310.863,280.757,150.881,775.538,3285.42,3247.96,3.5007,49930,33.9569,2339.88,0,2814.22,289.159,173.285
